ad_id,page_id,page_name,ad_snapshot_url,ad_creative_body,ad_creative_link_caption,ad_creative_link_description,ad_creative_link_title,ad_delivery_start_time,ad_delivery_stop_time,funding_entity,impressions_min,impressions_max,spend_min,spend_max,currency,ad_url,social_media_facebook,social_media_instagram,social_media_whatsapp,search_terms
340501707201540,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=340501707201540&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente,,,,2020-10-07,2020-10-14,FRI,400000,449999.0,700,799,USD,https://www.facebook.com/ads/library/?id=340501707201540,facebook,instagram,,286305325299682
999986140505879,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=999986140505879&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente,,,,2020-10-07,2020-10-14,FRI,450000,499999.0,700,799,USD,https://www.facebook.com/ads/library/?id=999986140505879,facebook,instagram,,286305325299682
855162688647824,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=855162688647824&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente,,,,2020-10-07,2020-10-14,FRI,450000,499999.0,600,699,USD,https://www.facebook.com/ads/library/?id=855162688647824,facebook,instagram,,286305325299682
346455479961765,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=346455479961765&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente,,,,2020-10-07,2020-10-14,FRI,50000,59999.0,0,99,USD,https://www.facebook.com/ads/library/?id=346455479961765,facebook,instagram,,286305325299682
770271783809905,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=770271783809905&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente,,,,2020-10-07,2020-10-14,FRI,80000,89999.0,0,99,USD,https://www.facebook.com/ads/library/?id=770271783809905,facebook,instagram,,286305325299682
285864809424912,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=285864809424912&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente,,,,2020-10-07,2020-10-14,FRI,100000,124999.0,100,199,USD,https://www.facebook.com/ads/library/?id=285864809424912,facebook,instagram,,286305325299682
388447872165232,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=388447872165232&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente,,,,2020-10-07,2020-10-14,FRI,60000,69999.0,0,99,USD,https://www.facebook.com/ads/library/?id=388447872165232,facebook,instagram,,286305325299682
1445878708944282,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=1445878708944282&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente,,,,2020-10-07,2020-10-14,FRI,60000,69999.0,0,99,USD,https://www.facebook.com/ads/library/?id=1445878708944282,facebook,instagram,,286305325299682
339442504028523,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=339442504028523&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,"Tenemos un plan de 4 puntos para mejorar la salud: 
1) Más personal médico y equipamiento 
2) Pruebas gratuitas 
3) Cuando la vacuna esté lista llegará primero a los más necesitados 
4) Una vez que le ganaremos a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente",,,,2020-10-07,2020-10-14,FRI,125000,149999.0,100,199,USD,https://www.facebook.com/ads/library/?id=339442504028523,facebook,instagram,,286305325299682
382198529604706,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=382198529604706&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,"Tenemos un plan de 4 puntos para mejorar la salud: 
1) Más personal médico y equipamiento 
2) Pruebas gratuitas 
3) Cuando la vacuna esté lista llegará primero a los más necesitados 
4) Una vez que le ganaremos a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente",,,,2020-10-07,2020-10-14,FRI,150000,174999.0,100,199,USD,https://www.facebook.com/ads/library/?id=382198529604706,facebook,instagram,,286305325299682
2726746800873794,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=2726746800873794&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,"Tenemos un plan de 4 puntos para mejorar la salud: 
1) Más personal médico y equipamiento 
2) Pruebas gratuitas 
3) Cuando la vacuna esté lista llegará primero a los más necesitados 
4) Una vez que le ganaremos a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente",,,,2020-10-07,2020-10-14,FRI,200000,249999.0,200,299,USD,https://www.facebook.com/ads/library/?id=2726746800873794,facebook,instagram,,286305325299682
1263879497299009,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=1263879497299009&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,"Tenemos un plan de 4 puntos para mejorar la salud: 
1) Más personal médico y equipamiento 
2) Pruebas gratuitas 
3) Cuando la vacuna esté lista llegará primero a los más necesitados 
4) Una vez que le ganaremos a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente",,,,2020-10-07,2020-10-14,FRI,100000,124999.0,0,99,USD,https://www.facebook.com/ads/library/?id=1263879497299009,facebook,instagram,,286305325299682
334840837777132,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=334840837777132&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,"Tenemos un plan de 4 puntos para mejorar la salud: 
1) Más personal médico y equipamiento 
2) Pruebas gratuitas 
3) Cuando la vacuna esté lista llegará primero a los más necesitados 
4) Una vez que le ganaremos a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente",,,,2020-10-07,2020-10-14,FRI,150000,174999.0,100,199,USD,https://www.facebook.com/ads/library/?id=334840837777132,facebook,instagram,,286305325299682
2997327217039180,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=2997327217039180&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,"Tenemos un plan de 4 puntos para mejorar la salud: 
1) Más personal médico y equipamiento 
2) Pruebas gratuitas 
3) Cuando la vacuna esté lista llegará primero a los más necesitados 
4) Una vez que le ganaremos a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente",,,,2020-10-07,2020-10-14,FRI,500000,599999.0,700,799,USD,https://www.facebook.com/ads/library/?id=2997327217039180,facebook,instagram,,286305325299682
692860968250409,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=692860968250409&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,"Tenemos un plan de 4 puntos para mejorar la salud: 
1) Más personal médico y equipamiento 
2) Pruebas gratuitas 
3) Cuando la vacuna esté lista llegará primero a los más necesitados 
4) Una vez que le ganaremos a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente",,,,2020-10-07,2020-10-14,FRI,700000,799999.0,900,999,USD,https://www.facebook.com/ads/library/?id=692860968250409,facebook,instagram,,286305325299682
2805556279676476,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=2805556279676476&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,"En Comunidad Ciudadana tenemos un plan para salvar empleos: 
👉Apoyo directo a sectores productivos.
👉Créditos accesibles a microempresas.
👉 En el sector público, se valorará el mérito y no el color político. #PrimeroLaGente",,,,2020-10-07,2020-10-14,FRI,450000,499999.0,900,999,USD,https://www.facebook.com/ads/library/?id=2805556279676476,facebook,instagram,,286305325299682
1279059052437968,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=1279059052437968&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,"Tenemos un plan de 4 puntos para mejorar la salud: 
1) Más personal médico y equipamiento 
2) Pruebas gratuitas 
3) Cuando la vacuna esté lista llegará primero a los más necesitados 
4) Una vez que le ganaremos a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente",,,,2020-10-07,2020-10-14,FRI,600000,699999.0,900,999,USD,https://www.facebook.com/ads/library/?id=1279059052437968,facebook,instagram,,286305325299682
641712196739756,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=641712196739756&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,"En Comunidad Ciudadana tenemos un plan para salvar empleos: 
👉Apoyo directo a sectores productivos.
👉Créditos accesibles a microempresas.
👉 En el sector público, se valorará el mérito y no el color político. #PrimeroLaGente",,,,2020-10-07,2020-10-14,FRI,125000,149999.0,100,199,USD,https://www.facebook.com/ads/library/?id=641712196739756,facebook,instagram,,286305325299682
715044422556939,286305325299682,Carlos D. Mesa Gisbert,https://www.facebook.com/ads/archive/render_ad/?id=715044422556939&access_token=EAAGOv4XxRSMBAMgODWqacWb9FOVQYylknqWIniLygZA7igWjRu4AghyuKuCT2jQlhlg9tYzZBkfmZA47ZB7A1FaCjrd1RZCytFqQm5IwP1EZBxcMY5OwCcJN6KDXP9Rc3dU8ZAcSrCu1E2bUuHg9tBx2Vl61xUS1laWWEcC1ZC8Cwkqb5jLCHOH3ZBNT9IbFIN8bYSexG06thgHKdaLiQwuJxCCgxXFDb3GSyp3hm7BChwLwaj0drh6ZAY,"En Comunidad Ciudadana tenemos un plan para salvar empleos: 
👉Apoyo directo a sectores productivos.
👉Créditos accesibles a microempresas.
👉 En el sector público, se valorará el mérito y no el color político. #PrimeroLaGente",,,,2020-10-07,2020-10-14,FRI,125000,149999.0,100,199,USD,https://www.facebook.com/ads/library/?id=715044422556939,facebook,instagram,,286305325299682
